NOMENCLATURA,TITULO,TIPO,FORMATO,URL,FECHA
AS-SM-31-2024-ELSE-1,Archivos del contrato,contractSigned,application/pdf,https://prod4.seace.gob.pe:9000/api/con/documentos/descargar/152787691,2025-02-11T12:20:36-05:00
AS-SM-31-2024-ELSE-1,Archivos de la resolución del contrato,contractAnnexe,application/pdf,https://prod4.seace.gob.pe:9000/api/con/documentos/descargar/152881039,2025-07-10T10:27:42-05:00
AS-SM-31-2024-ELSE-1,Archivos de resolución intervención del contrato,contractAnnexe,application/pdf,https://prod4.seace.gob.pe:9000/api/con/documentos/descargar/152882133,2025-07-11T14:23:38-05:00
CP-SM-31-2024-ELSE-1,Bases Administrativas,biddingDocuments,docx,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=0cc6f8c9-f15f-4a84-96e3-730c494a4862,2024-11-05T11:26:00-05:00
CP-SM-31-2024-ELSE-1,Resumen ejecutivo,biddingDocuments,pdf,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=7cfeba64-e03a-4921-94e0-8ee5815ba6f5,2024-11-05T11:26:00-05:00
CP-SM-31-2024-ELSE-1,Pliego de absolución de consultas y observaciones,clarifications,pdf,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=05381b75-5e84-4eb2-a031-3ff872a089b4,2024-11-22T14:56:30-05:00
CP-SM-31-2024-ELSE-1,Bases Integradas,biddingDocuments,docx,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=fe3a9838-f40d-418f-b2e0-a00d442aaad4,2024-11-22T14:56:30-05:00
CP-SM-31-2024-ELSE-1,Documentos de Presentación de Propuestas,biddingDocuments,zip,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=dc3d7f7e-ef27-4275-84f7-25130648263d,2025-01-15T14:53:30-05:00
CP-SM-31-2024-ELSE-1,Documentos de Calificación y Evaluación,evaluationReports,zip,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=37c925d5-3789-4e8a-aba7-2a32977b7e60,2025-01-15T14:53:30-05:00
CP-SM-31-2024-ELSE-1,Documentos de Otorgamiento de Buena Pro,awardNotice,zip,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=312954e8-a68a-4c55-824c-69c881d9bc15,2025-01-15T14:53:30-05:00
CP-SM-31-2024-ELSE-1,,,pdf,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=8b77432e-bb9e-4256-94c2-ab10d7e50855,2025-02-18T11:39:53-05:00
CP-SM-31-2024-ELSE-1,Documentos de Otorgamiento de Buena Pro,awardNotice,zip,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=22e4e9ed-eb92-4d28-9013-f6ab522027fb,2025-03-06T08:30:56-05:00
CP-SM-31-2024-ELSE-1,Archivos del contrato,contractSigned,application/pdf,https://prod4.seace.gob.pe:9000/api/con/documentos/descargar/152829279,2025-04-16T16:55:15-05:00
LP-SM-11-2024-ELSE-1,Bases Administrativas,biddingDocuments,docx,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=057c6ce1-5e29-4bdc-85da-d1bbc07b4e8b,2024-11-27T16:25:00-05:00
LP-SM-11-2024-ELSE-1,Resumen ejecutivo,biddingDocuments,pdf,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=73565ee8-be3b-4d42-b32c-d52f1d65e38d,2024-11-27T16:25:00-05:00
LP-SM-11-2024-ELSE-1,Pliego de absolución de consultas y observaciones,clarifications,pdf,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=5056232e-d10f-492a-ab50-4be399379ba9,2024-12-16T16:13:25-05:00
LP-SM-11-2024-ELSE-1,Bases Integradas,biddingDocuments,docx,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=64b1e62f-7bdc-4def-82e5-392a2998bf71,2024-12-16T16:13:25-05:00
LP-SM-11-2024-ELSE-1,Documentos de Presentación de Propuestas,biddingDocuments,zip,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=11be5067-8ea7-4055-b0c6-c23495f42e3b,2025-01-23T16:49:58-05:00
LP-SM-11-2024-ELSE-1,Documentos de Calificación y Evaluación,evaluationReports,zip,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=b39d98a2-52ab-428a-8dd9-fd71758dbfbc,2025-01-23T16:49:59-05:00
LP-SM-11-2024-ELSE-1,Documentos de Otorgamiento de Buena Pro,awardNotice,zip,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=cf8309c0-3a0e-430c-b140-8898ae00358f,2025-01-23T16:49:59-05:00
CP-SM-12-2024-ELSE-1,Bases Administrativas,biddingDocuments,docx,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=edb9b4be-31fd-4e21-9968-bd95735482cf,2024-11-26T16:05:00-05:00
CP-SM-12-2024-ELSE-1,Resumen ejecutivo,biddingDocuments,pdf,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=3613f1be-2f2d-4390-ae54-e77c96dca5a5,2024-11-26T16:05:00-05:00
CP-SM-12-2024-ELSE-1,Pliego de absolución de consultas y observaciones,clarifications,pdf,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=2ec574e0-e1b4-4960-a6ea-2052ecda42a7,2024-12-19T16:51:42-05:00
CP-SM-12-2024-ELSE-1,Bases Integradas,biddingDocuments,docx,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=fe069b23-da59-41c3-adfd-bb7c3090c002,2024-12-19T16:51:42-05:00
CP-SM-12-2024-ELSE-1,Documentos de Presentación de Propuestas,biddingDocuments,zip,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=fcce0c64-53e8-413c-a1c5-69d08e16a425,2025-01-23T18:31:40-05:00
CP-SM-12-2024-ELSE-1,Documentos de Calificación y Evaluación,evaluationReports,zip,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=3d1f2208-8e17-48ae-b861-5815d784b36a,2025-01-23T18:31:41-05:00
CP-SM-12-2024-ELSE-1,Documentos de Otorgamiento de Buena Pro,awardNotice,zip,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=a77ef376-f626-4b2f-b690-8a5f4c96e445,2025-01-23T18:31:41-05:00
CP-SM-12-2024-ELSE-1,Archivos del contrato,contractSigned,application/pdf,https://prod4.seace.gob.pe:9000/api/con/documentos/descargar/152805157,2025-03-11T11:57:11-05:00
CP-SM-12-2024-ELSE-1,Archivos del contrato,contractSigned,application/pdf,https://prod4.seace.gob.pe:9000/api/con/documentos/descargar/152805156,2025-03-11T11:57:11-05:00
CP-SM-13-2024-ELSE-1,Bases Administrativas,biddingDocuments,docx,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=7b965d27-63e1-4ad0-b496-cc237b958797,2024-11-21T15:18:00-05:00
CP-SM-13-2024-ELSE-1,Resumen ejecutivo,biddingDocuments,pdf,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=3795cdbb-d40d-4b74-873d-7cada061d756,2024-11-21T15:18:00-05:00
CP-SM-13-2024-ELSE-1,Pliego de absolución de consultas y observaciones,clarifications,pdf,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=d3b53f58-1987-4a81-857c-84a70e9a2db9,2024-12-16T16:08:57-05:00
CP-SM-13-2024-ELSE-1,Bases Integradas,biddingDocuments,docx,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=b2939f19-6ee3-4fce-abfb-db7048c56bd6,2024-12-16T16:08:57-05:00
CP-SM-13-2024-ELSE-1,Documentos de Presentación de Propuestas,biddingDocuments,zip,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=60774f35-c0e9-4ccb-8ce6-62df580fae9e,2025-01-17T15:53:45-05:00
CP-SM-13-2024-ELSE-1,Documentos de Calificación y Evaluación,evaluationReports,zip,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=1ae2fc2c-7fab-42ec-8134-ab07f9600509,2025-01-17T15:53:45-05:00
CP-SM-13-2024-ELSE-1,Documentos de Otorgamiento de Buena Pro,awardNotice,zip,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=17c06bbb-7e74-43f7-a8c4-6c26d1b8b4ce,2025-01-17T15:53:46-05:00
CP-SM-13-2024-ELSE-1,Archivos del contrato,contractSigned,application/pdf,https://prod4.seace.gob.pe:9000/api/con/documentos/descargar/152802868,2025-03-06T14:48:51-05:00
CP-SM-13-2024-ELSE-1,Archivos del contrato,contractSigned,application/pdf,https://prod4.seace.gob.pe:9000/api/con/documentos/descargar/152802869,2025-03-06T14:48:50-05:00
CP-SM-10-2024-ELSE-1,Bases Administrativas,biddingDocuments,docx,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=6fac1ba3-1e40-4dab-804e-17b0a5c41c25,2024-11-12T15:17:00-05:00
CP-SM-10-2024-ELSE-1,Resumen ejecutivo,biddingDocuments,pdf,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=dc0c50f4-5e93-4293-8d9f-3e88a019df5c,2024-11-12T15:17:00-05:00
CP-SM-10-2024-ELSE-1,Pliego de absolución de consultas y observaciones,clarifications,pdf,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=914b155d-df4c-4598-9dcf-70439c550d9d,2024-11-29T16:17:09-05:00
CP-SM-10-2024-ELSE-1,Bases Integradas,biddingDocuments,docx,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=7af1ea06-a4ff-42dd-bf59-fdf2cf8fafd4,2024-11-29T16:17:09-05:00
CP-SM-10-2024-ELSE-1,Documentos de Presentación de Propuestas,biddingDocuments,zip,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=3dc4e25c-89f7-451e-b120-c42da149fab9,2025-01-08T16:12:34-05:00
CP-SM-10-2024-ELSE-1,Documentos de Calificación y Evaluación,evaluationReports,zip,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=e1334279-e166-4c4c-ab4d-eac34738e010,2025-01-08T16:12:35-05:00
CP-SM-10-2024-ELSE-1,Documentos de Otorgamiento de Buena Pro,awardNotice,zip,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=42a8270d-4e99-4d68-a3fa-7de486d9e05a,2025-01-08T16:12:35-05:00
CP-SM-10-2024-ELSE-1,Archivos del contrato,contractSigned,application/pdf,https://prod4.seace.gob.pe:9000/api/con/documentos/descargar/152792414,2025-02-18T15:53:25-05:00
CP-SM-10-2024-ELSE-1,Archivos del contrato,contractSigned,application/pdf,https://prod4.seace.gob.pe:9000/api/con/documentos/descargar/152792415,2025-02-18T15:53:24-05:00
CP-SM-10-2024-ELSE-1,Documento contrato,,application/pdf,https://prod4.seace.gob.pe:9000/api/con/documentos/descargar/152793774,2025-02-20T10:49:11-05:00
LP-SM-27-2024-ELSE-1,Bases Administrativas,biddingDocuments,zip,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=dc8ff879-e51e-4e55-afa8-62a51c200aa7,2024-11-07T15:18:00-05:00
LP-SM-27-2024-ELSE-1,Resumen ejecutivo,biddingDocuments,pdf,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=ab4de492-4fda-4b5f-8981-bf277dcc06e1,2024-11-07T15:18:00-05:00
LP-SM-27-2024-ELSE-1,Pliego de absolución de consultas y observaciones,clarifications,pdf,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=7871c3b4-be66-4bbe-a283-e19be42412c8,2024-11-28T16:57:24-05:00
LP-SM-27-2024-ELSE-1,Bases Integradas,biddingDocuments,zip,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=14ac589f-046b-4020-b160-15407fe5ebc4,2024-11-28T16:57:24-05:00
LP-SM-27-2024-ELSE-1,Documentos de Presentación de Propuestas,biddingDocuments,zip,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=48df94a8-f026-45d7-a1a9-ab48a8a45683,2024-12-27T15:57:25-05:00
LP-SM-27-2024-ELSE-1,Documentos de Calificación y Evaluación,evaluationReports,zip,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=dafc9107-7bc3-4722-8f84-a1733a62dea3,2024-12-27T15:57:25-05:00
LP-SM-27-2024-ELSE-1,Documentos de Otorgamiento de Buena Pro,awardNotice,zip,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=f6964954-5d10-4771-bdcf-af91e7f765a4,2024-12-27T15:57:25-05:00
LP-SM-27-2024-ELSE-1,Archivos del contrato,contractSigned,application/pdf,https://prod4.seace.gob.pe:9000/api/con/documentos/descargar/152789420,2025-02-12T20:32:14-05:00
LP-SM-27-2024-ELSE-1,Archivos del contrato,contractSigned,application/pdf,https://prod4.seace.gob.pe:9000/api/con/documentos/descargar/152789419,2025-02-12T20:32:21-05:00
LP-SM-27-2024-ELSE-1,Archivos de la garantía del contrato,contractAnnexe,application/pdf,https://prod4.seace.gob.pe:9000/api/con/documentos/descargar/152789421,2025-02-12T20:35:25-05:00
AS-SM-78-2024-ELSE-1,Bases Administrativas,biddingDocuments,rar,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=5bb12d92-f762-4900-951b-4196c18c0d88,2024-07-08T15:58:00-05:00
AS-SM-78-2024-ELSE-1,Resumen ejecutivo,biddingDocuments,pdf,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=a73837b5-8b80-4854-ac51-235616406b31,2024-07-08T15:58:00-05:00
AS-SM-78-2024-ELSE-1,Pliego de absolución de consultas y observaciones,clarifications,pdf,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=24c777ae-76a6-45c0-8629-9a4f672a0bc8,2024-08-16T09:57:33-05:00
AS-SM-78-2024-ELSE-1,Bases Integradas,biddingDocuments,zip,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=992324cc-a4fe-406c-be93-6f7aadad65c9,2024-08-16T09:57:33-05:00
AS-SM-78-2024-ELSE-1,Documentos de Presentación de Propuestas,biddingDocuments,zip,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=0469f7b4-724b-4788-b1a8-30a7adee9919,2024-09-16T16:50:16-05:00
AS-SM-78-2024-ELSE-1,Documentos de Calificación y Evaluación,evaluationReports,zip,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=0d4b82be-fe58-44ff-89ec-1272a5100e8f,2024-09-16T16:50:17-05:00
AS-SM-78-2024-ELSE-1,Documentos de Otorgamiento de Buena Pro,awardNotice,zip,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=5547d565-d078-4712-a969-b49c8a139330,2024-09-16T16:50:17-05:00
AS-SM-78-2024-ELSE-1,Bases Administrativas,biddingDocuments,zip,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=fd9a8b67-8ac2-4822-a54c-1c526493e587,2024-11-29T11:42:00-05:00
AS-SM-78-2024-ELSE-1,Resumen ejecutivo,biddingDocuments,pdf,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=a73837b5-8b80-4854-ac51-235616406b31,2024-11-29T11:42:00-05:00
AS-SM-78-2024-ELSE-1,Informe que sustenta la declaratoria de Desierto,evaluationReports,pdf,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=76d67696-06d0-46e1-8104-efce4f60ce07,2024-11-29T11:42:00-05:00
AS-SM-78-2024-ELSE-1,Pliego de absolución de consultas y observaciones,clarifications,pdf,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=b8d087bf-7511-4e90-9e83-343ab9bab3a0,2024-12-13T16:28:21-05:00
AS-SM-78-2024-ELSE-1,Bases Integradas,biddingDocuments,zip,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=ae4a85dc-9999-4a23-9940-256aead77ca2,2024-12-13T16:28:27-05:00
AS-SM-78-2024-ELSE-1,Documentos de Presentación de Propuestas,biddingDocuments,zip,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=eb3cec9d-af07-42d6-a712-d7e7d76c347e,2025-01-03T16:57:53-05:00
AS-SM-78-2024-ELSE-1,Documentos de Calificación y Evaluación,evaluationReports,zip,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=bceb9556-2ab1-4549-ab28-dc1289e32f9b,2025-01-03T16:57:54-05:00
AS-SM-78-2024-ELSE-1,Documentos de Otorgamiento de Buena Pro,awardNotice,zip,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=1c2e3dcd-95e7-4f33-8a85-31eeb02ed0d7,2025-01-03T16:57:54-05:00
AS-SM-78-2024-ELSE-1,Archivos del contrato,contractSigned,application/pdf,https://prod4.seace.gob.pe:9000/api/con/documentos/descargar/152784766,2025-02-05T23:53:11-05:00
AS-SM-24-2024-ELSE-1,Pliego de absolución de consultas y observaciones,clarifications,pdf,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=a2816619-1a0f-4528-aff2-1f0c573972b0,2024-11-28T16:12:35-05:00
AS-SM-24-2024-ELSE-1,Bases Integradas,biddingDocuments,docx,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=ea57a6b1-12c4-4fa4-8b9f-f375a5a34818,2024-11-28T16:12:36-05:00
AS-SM-24-2024-ELSE-1,Bases Administrativas,biddingDocuments,docx,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=3f31297b-c6b8-466a-9a55-43dafd8c58b6,2024-11-18T15:29:00-05:00
AS-SM-24-2024-ELSE-1,Resumen ejecutivo,biddingDocuments,pdf,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=a8575495-843b-444e-ad18-cc5705e97ad0,2024-11-18T15:29:00-05:00
AS-SM-24-2024-ELSE-1,Documentos de Presentación de Propuestas,biddingDocuments,zip,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=5c8cc89f-794a-4231-b7e6-3936ea2b13ef,2024-12-19T18:02:11-05:00
AS-SM-24-2024-ELSE-1,Documentos de Calificación y Evaluación,evaluationReports,zip,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=8191b995-ace7-4d51-b572-c2709ccaeb7d,2024-12-19T18:02:11-05:00
AS-SM-24-2024-ELSE-1,Documentos de Otorgamiento de Buena Pro,awardNotice,zip,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=7b42cdc3-6761-462d-a35e-e715068bce29,2024-12-19T18:02:11-05:00
AS-SM-24-2024-ELSE-1,Archivos del contrato,contractSigned,application/pdf,https://prod4.seace.gob.pe:9000/api/con/documentos/descargar/152784767,2025-02-06T00:00:12-05:00
AS-SM-24-2024-ELSE-1,Archivos de la garantía del contrato,contractAnnexe,application/pdf,https://prod4.seace.gob.pe:9000/api/con/documentos/descargar/152784768,2025-02-06T00:06:06-05:00
AS-SM-19-2024-ELSE-1,Bases Administrativas,biddingDocuments,docx,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=9b750498-375f-4816-b6bb-c2c9640742b6,2024-11-28T15:12:00-05:00
AS-SM-19-2024-ELSE-1,Resumen ejecutivo,biddingDocuments,pdf,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=45466744-0965-4204-95ab-93d84353f929,2024-11-28T15:12:00-05:00
AS-SM-19-2024-ELSE-1,Bases Integradas,biddingDocuments,docx,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=f971e293-59c9-46c8-a017-c7ae2a100fb5,2024-12-05T10:03:56-05:00
AS-SM-19-2024-ELSE-1,Acta de no formulación de consultas y observaciones,clarifications,pdf,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=c8d2d23a-a9ac-437a-b6ff-6926e94d421d,2024-12-04T09:31:51-05:00
AS-SM-19-2024-ELSE-1,Documentos de Presentación de Propuestas,biddingDocuments,zip,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=b63764f2-8adf-4d58-8c59-c03a59076325,2024-12-27T12:12:46-05:00
AS-SM-19-2024-ELSE-1,Documentos de Calificación y Evaluación,evaluationReports,zip,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=00b8436d-c1c6-42e8-bc73-562567ea1da6,2024-12-27T12:12:47-05:00
AS-SM-19-2024-ELSE-1,Documentos de Otorgamiento de Buena Pro,awardNotice,zip,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=da23cb3c-5c47-4f49-9512-56952e284032,2024-12-27T12:12:47-05:00
AS-SM-19-2024-ELSE-1,Archivos del contrato,contractSigned,application/pdf,https://prod4.seace.gob.pe:9000/api/con/documentos/descargar/152784764,2025-02-05T23:43:50-05:00
AS-SM-19-2024-ELSE-1,Archivos de la garantía del contrato,contractAnnexe,application/pdf,https://prod4.seace.gob.pe:9000/api/con/documentos/descargar/152784765,2025-02-05T23:46:29-05:00
AS-SM-77-2024-ELSE-1,Bases Integradas,biddingDocuments,docx,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=38b6dfb1-dc46-4d6d-8186-a2a92d410160,2024-11-26T08:14:11-05:00
AS-SM-77-2024-ELSE-1,Acta de no formulación de consultas y observaciones,clarifications,pdf,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=2eeec66f-d453-4b8d-a64f-22d70caea262,2024-11-25T08:09:46-05:00
AS-SM-77-2024-ELSE-1,Bases Administrativas,biddingDocuments,docx,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=0b5d776d-b033-4b20-9f9f-f2b6ab6e13fd,2024-11-19T16:05:00-05:00
AS-SM-77-2024-ELSE-1,Resumen ejecutivo,biddingDocuments,pdf,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=585e3923-b884-4021-b29e-4a3e94a9bf34,2024-11-19T16:05:00-05:00
AS-SM-77-2024-ELSE-1,Documentos de Presentación de Propuestas,biddingDocuments,zip,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=3fe98e2d-a743-4430-a126-7b2d03fad472,2024-12-17T12:55:09-05:00
AS-SM-77-2024-ELSE-1,Documentos de Calificación y Evaluación,evaluationReports,zip,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=5c32a0f8-1320-48e0-b644-13be88f1d6dd,2024-12-17T12:55:10-05:00
AS-SM-77-2024-ELSE-1,Documentos de Otorgamiento de Buena Pro,awardNotice,zip,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=de3536fb-2e65-47a6-9339-1b8905fcb198,2024-12-17T12:55:10-05:00
AS-SM-77-2024-ELSE-1,Archivos del contrato,contractSigned,application/pdf,https://prod4.seace.gob.pe:9000/api/con/documentos/descargar/152776015,2025-01-27T11:35:36-05:00
AS-SM-77-2024-ELSE-1,Documento contrato,,application/pdf,https://prod4.seace.gob.pe:9000/api/con/documentos/descargar/152781340,2025-01-31T16:13:23-05:00
AS-SM-76-2024-ELSE-1,Bases Administrativas,biddingDocuments,docx,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=dded87a2-7e73-42da-b52d-28cb54346cc6,2024-11-15T11:31:00-05:00
AS-SM-76-2024-ELSE-1,Resumen ejecutivo,biddingDocuments,pdf,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=0dd5b91c-5aa5-4a77-aee7-9424fadc32f9,2024-11-15T11:31:00-05:00
AS-SM-76-2024-ELSE-1,Informe que sustenta la declaratoria de Desierto,evaluationReports,pdf,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=c264492d-51fb-439d-ada5-8f67380702d1,2024-11-15T11:31:00-05:00
AS-SM-76-2024-ELSE-1,Acta de no formulación de consultas y observaciones,clarifications,pdf,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=4e6f7257-3c5a-41cd-bc23-e54ae888e32b,2024-11-21T07:57:06-05:00
AS-SM-76-2024-ELSE-1,Bases Integradas,biddingDocuments,docx,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=c3fa552b-5086-4a5b-911e-0e435a25c724,2024-11-22T09:03:17-05:00
AS-SM-76-2024-ELSE-1,Documentos de Presentación de Propuestas,biddingDocuments,zip,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=ea8f3669-286d-486b-ad4f-05a1723ff84a,2024-12-10T15:54:17-05:00
AS-SM-76-2024-ELSE-1,Documentos de Calificación y Evaluación,evaluationReports,zip,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=301c7d5c-a25c-476c-bed8-d944583c9d27,2024-12-10T15:54:17-05:00
AS-SM-76-2024-ELSE-1,Documentos de Otorgamiento de Buena Pro,awardNotice,zip,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=90169ab7-6eb9-4e17-a01f-70257ca28693,2024-12-10T15:54:17-05:00
AS-SM-76-2024-ELSE-1,Archivos del contrato,contractSigned,application/pdf,https://prod4.seace.gob.pe:9000/api/con/documentos/descargar/152769021,2025-01-16T15:02:56-05:00
LP-SM-28-2024-ELSE-1,Bases Administrativas,biddingDocuments,docx,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=f79e39fb-48f2-4c6e-b7a1-0a1757757ba9,2024-11-29T15:22:00-05:00
